uid,namedLocation,domainID,siteID,plotID,trapID,weighDate,setDate,collectDate,eventID,ovenStartDate,ovenEndDate,fieldSampleID,sampleCondition,massSampleID,samplingProtocolVersion,biogeoSample,functionalGroup,dryMass,qaDryMass,remarks,measuredBy
"a4909b86-e206-44e2-98e6-8171ad092f6b","BART_042.basePlot.ltr","D01","BART","BART_042","BART_042_587","2017-10-04","2017-08-15","2017-09-25","LTR.2017.BART.04","2017-10-02T15:30Z","2017-10-04T18:32Z","NEON.LTR.BART042587.20170925",,"NEON.LTR.BART042587.20170925.MXT","NEON.DOC.001710vE","N","Mixed",2.2600,"N",,"gvanscoy@field-ops.org"
"1702ef51-6077-4563-80fe-e00d6f218ea8","BART_044.basePlot.ltr","D01","BART","BART_044","BART_044_410","2017-10-05","2017-08-15","2017-09-25","LTR.2017.BART.04","2017-10-02T15:30Z","2017-10-05T11:26Z","NEON.LTR.BART044410.20170925",,"NEON.LTR.BART044410.20170925.NDL","NEON.DOC.001710vE","N","Needles",1.2600,"N",,"egullo@battelleecology.org"
"1493996a-56ec-42b6-8f61-588ca5d132e9","BART_070.basePlot.ltr","D01","BART","BART_070","BART_070_790","2017-10-04","2017-08-15","2017-09-25","LTR.2017.BART.04","2017-10-02T15:30Z","2017-10-04T18:16Z","NEON.LTR.BART070790.20170925",,"NEON.LTR.BART070790.20170925.OTH","NEON.DOC.001710vE","N","Other",0.0600,"N",,"gvanscoy@field-ops.org"
"51698997-dbd3-48d0-97dd-cafc8206657d","BART_075.basePlot.ltr","D01","BART","BART_075","BART_075_389","2017-10-04","2017-08-15","2017-09-25","LTR.2017.BART.04","2017-10-02T15:30Z","2017-10-04T17:48Z","NEON.LTR.BART075389.20170925",,"NEON.LTR.BART075389.20170925.LVS","NEON.DOC.001710vE","N","Leaves",3.3000,"N",,"gvanscoy@field-ops.org"
"0c4d5f60-8920-486b-93f8-d479f7a1fd3f","BART_042.basePlot.ltr","D01","BART","BART_042","BART_042_587","2017-10-04","2017-08-15","2017-09-25","LTR.2017.BART.04","2017-10-02T15:30Z","2017-10-04T18:32Z","NEON.LTR.BART042587.20170925",,"NEON.LTR.BART042587.20170925.TWI","NEON.DOC.001710vE","N","Twigs/branches",0.4600,"N",,"gvanscoy@field-ops.org"
"9e5e7143-f53b-4875-b928-90e1470bf1fc","BART_033.basePlot.ltr","D01","BART","BART_033","BART_033_453","2017-10-04","2017-08-15","2017-09-25","LTR.2017.BART.04","2017-10-02T15:30Z","2017-10-04T18:59Z","NEON.LTR.BART033453.20170925",,"NEON.LTR.BART033453.20170925.LVS","NEON.DOC.001710vE","N","Leaves",8.3000,"N",,"gvanscoy@field-ops.org"
"7cc22dec-8167-49cd-96a1-2d1a6ecf5298","BART_037.basePlot.ltr","D01","BART","BART_037","BART_037_884","2017-10-04","2017-08-15","2017-09-25","LTR.2017.BART.04","2017-10-02T15:30Z","2017-10-04T18:01Z","NEON.LTR.BART037884.20170925",,"NEON.LTR.BART037884.20170925.OTH","NEON.DOC.001710vE","N","Other",0.2800,"N",,"gvanscoy@field-ops.org"
"5796e8b8-cbda-4cdc-abcc-2ed32fcf7761","BART_046.basePlot.ltr","D01","BART","BART_046","BART_046_687","2017-10-05","2017-08-15","2017-09-25","LTR.2017.BART.04","2017-10-02T15:30Z","2017-10-05T11:52Z","NEON.LTR.BART046687.20170925",,"NEON.LTR.BART046687.20170925.NDL","NEON.DOC.001710vE","N","Needles",0.0900,"N",,"egullo@battelleecology.org"
"1e6530f2-0a88-4cd3-b874-6543470a3504","BART_044.basePlot.ltr","D01","BART","BART_044","BART_044_410","2017-10-05","2017-08-15","2017-09-25","LTR.2017.BART.04","2017-10-02T15:30Z","2017-10-05T11:26Z","NEON.LTR.BART044410.20170925",,"NEON.LTR.BART044410.20170925.MXT","NEON.DOC.001710vE","N","Mixed",0.7300,"N",,"egullo@battelleecology.org"
"ab4181cb-a402-4b76-8b45-4ac7800c4aad","BART_075.basePlot.ltr","D01","BART","BART_075","BART_075_819","2017-10-04","2017-08-15","2017-09-25","LTR.2017.BART.04","2017-10-02T15:30Z","2017-10-04T18:09Z","NEON.LTR.BART075819.20170925",,"NEON.LTR.BART075819.20170925.WDY","NEON.DOC.001710vE","N","Woody material",0.0050,"N",,"gvanscoy@field-ops.org"
"4460b77f-6308-4f22-bc38-d78f65280daf","BART_070.basePlot.ltr","D01","BART","BART_070","BART_070_790","2017-10-04","2017-08-15","2017-09-25","LTR.2017.BART.04","2017-10-02T15:30Z","2017-10-04T18:16Z","NEON.LTR.BART070790.20170925",,"NEON.LTR.BART070790.20170925.MXT","NEON.DOC.001710vE","N","Mixed",15.2800,"N",,"gvanscoy@field-ops.org"
"819ab914-1e9b-4374-b010-2c30f3f2caf6","BART_072.basePlot.ltr","D01","BART","BART_072","BART_072_567","2017-10-04","2017-08-15","2017-09-25","LTR.2017.BART.04","2017-10-02T15:30Z","2017-10-04T18:05Z","NEON.LTR.BART072567.20170925",,"NEON.LTR.BART072567.20170925.FLR","NEON.DOC.001710vE","N","Flowers",0.1300,"N",,"gvanscoy@field-ops.org"
"6e870166-724e-4045-a24a-837ba2053583","BART_050.basePlot.ltr","D01","BART","BART_050","BART_050_808","2017-10-04","2017-08-15","2017-09-25","LTR.2017.BART.04","2017-10-02T15:30Z","2017-10-04T19:02Z","NEON.LTR.BART050808.20170925",,"NEON.LTR.BART050808.20170925.FLR","NEON.DOC.001710vE","N","Flowers",0.0900,"N",,"gvanscoy@field-ops.org"
"5bf1d923-7ac6-46a4-bb8c-21c9480adc57","BART_044.basePlot.ltr","D01","BART","BART_044","BART_044_410","2017-10-05","2017-08-15","2017-09-25","LTR.2017.BART.04","2017-10-02T15:30Z","2017-10-05T11:26Z","NEON.LTR.BART044410.20170925",,"NEON.LTR.BART044410.20170925.TWI","NEON.DOC.001710vE","N","Twigs/branches",0.4000,"N",,"egullo@battelleecology.org"
"9f34e88b-cd39-4a29-910c-1562170e20d8","BART_074.basePlot.ltr","D01","BART","BART_074","BART_074_555","2017-10-05","2017-08-15","2017-09-25","LTR.2017.BART.04","2017-10-02T15:30Z","2017-10-05T11:36Z","NEON.LTR.BART074555.20170925",,"NEON.LTR.BART074555.20170925.NDL","NEON.DOC.001710vE","N","Needles",1.6400,"Y",,"egullo@battelleecology.org"
"b6f26749-32d6-4e74-99b1-444763c25c99","BART_050.basePlot.ltr","D01","BART","BART_050","BART_050_046","2017-10-05","2017-08-15","2017-09-25","LTR.2017.BART.04","2017-10-02T15:30Z","2017-10-05T12:09Z","NEON.LTR.BART050046.20170925",,"NEON.LTR.BART050046.20170925.NDL","NEON.DOC.001710vE","N","Needles",17.5800,"N",,"egullo@battelleecology.org"
"4e56ebc9-1b32-4fd3-8570-cd2ad5090ba5","BART_046.basePlot.ltr","D01","BART","BART_046","BART_046_687","2017-10-05","2017-08-15","2017-09-25","LTR.2017.BART.04","2017-10-02T15:30Z","2017-10-05T11:52Z","NEON.LTR.BART046687.20170925",,"NEON.LTR.BART046687.20170925.WDY","NEON.DOC.001710vE","N","Woody material",0.0050,"N",,"egullo@battelleecology.org"
"1a866f26-d765-48f4-90c0-f4afcb011024","BART_033.basePlot.ltr","D01","BART","BART_033","BART_033_923","2017-10-05","2017-08-15","2017-09-25","LTR.2017.BART.04","2017-10-02T15:30Z","2017-10-05T12:18Z","NEON.LTR.BART033923.20170925",,"NEON.LTR.BART033923.20170925.MXT","NEON.DOC.001710vE","N","Mixed",0.3800,"N",,"egullo@battelleecology.org"
"5fe47730-feed-4b4c-b17c-c3fbec322c68","BART_072.basePlot.ltr","D01","BART","BART_072","BART_072_567","2017-10-04","2017-08-15","2017-09-25","LTR.2017.BART.04","2017-10-02T15:30Z","2017-10-04T18:05Z","NEON.LTR.BART072567.20170925",,"NEON.LTR.BART072567.20170925.OTH","NEON.DOC.001710vE","N","Other",0.0050,"N",,"gvanscoy@field-ops.org"
"2271280a-96fd-41ee-b1d7-3ae06dbbd292","BART_072.basePlot.ltr","D01","BART","BART_072","BART_072_162","2017-10-04","2017-08-15","2017-09-25","LTR.2017.BART.04","2017-10-02T15:30Z","2017-10-04T17:29Z","NEON.LTR.BART072162.20170925",,"NEON.LTR.BART072162.20170925.NDL","NEON.DOC.001710vE","N","Needles",4.6400,"N",,"gvanscoy@field-ops.org"
